,location_name,address
99,University of South Alabama - Springhill,"1504 Springhill Avenue, Mobile, AL 36604"
100,Southern Community College,"205 S Main St, Tuskegee, AL 36083-0688"
101,Spring Hill College,"4000 Dauphin St, Mobile, AL 36608-1791"
102,Southeastern Bible College,"2545 Valleydale Road, Birmingham, AL 35244-2083"
103,Stillman College,"3601 Stillman Boulevard, Tuscaloosa, AL 35403"
104,Talladega College,"627 W Battle St, Talladega, AL 35160"
105,H. Councill Trenholm State Community College,"P. O. Box 10048, Montgomery, AL 36108"
106,H Councill Trenholm State Technical College - Patterson Campus,"3920 Troy Highway, Montgomery, AL 36116-2699"
107,Troy University,"University Avenue, Troy, AL 36082-0001"
108,Troy University - Dothan,"501 University Drive, Dothan, AL 36304"
109,Troy University - Montgomery,"231 Montgomery Street, Montgomery, AL 36103-4419"
110,Troy University - Phenix City,"One University Place, Phenix City, AL 36869"
111,Troy University - Atlantic Region,"5425 Robin Hood Rd Suite 1B, Norfolk, VA 23513"
112,Troy University - Western Region,"5825 Delmonico Drive Suite 120, Colorado Springs, CO 80919"
113,Troy University - Southeast Region,"506 Manchester Expressway Suite B20, Columbus, GA 31914"
114,Troy University - Atlantic Region,"620 John Paul Jones Cir Dept. of the Navy/Navy Med, Portsmouth, VA 23703-2197"
115,Tuskegee University,"Kresge Center, 3rd Floor, Tuskegee, AL 36088-1920"
116,United States Sports Academy,"One Academy Dr, Daphne, AL 36526-7055"
117,Bevill State Community College,"1411 Indiana Avenue, Jasper, AL 35501"
118,BSCC Business Incubator,"3512 Industrial Dr., Jasper, AL 35501"
119,Fayette Campus,"2631 Temple Avenue, Fayette, AL 35555"
120,Hamilton Campus,"P.O. Drawer 9, Hamilton, AL 35570"
121,Jasper Campus,"1411 Indiana Avenue, Jasper, AL 35501"
122,University of Alaska Anchorage,"3211 Providence Drive, Anchorage, AK 99508-8046"
123,University of Alaska Fairbanks,"Signers' Hall, Fairbanks, AK 99775-7480"
124,Tanana Valley campus,"604 Barnette Street, Fairbanks, AK 99701"
125,University of Alaska Southeast,"11120 Glacier Highway, Juneau, AK 99801-8697"
126,Alaska Pacific University,"4101 University Dr, Anchorage, AK 99508"
127,Alaska Vocational Technical Center,"809 Second Avenue, Seward, AK 99664-0889"
128,Alaska Vocational Technical Center - Allied Health Department,"1251 Muldoon Road, Suite 103, Anchorage, AK 99504"
129,Charter College,"17200 SE Mill Plain Boulevard, Suite 100, Vancouver, WA 98683"
130,Charter College - Mat-Su,"721 West Parks Highway, Unit 5, Wasilla, AK 99654"
131,Charter College - Pasco,"5278 Outlet Drive, Pasco, WA 99301"
132,Charter College - Oxnard,"2000 Outlet Center Drive, Suite 150, Oxnard, CA 93036"
133,Charter College - Anchorage,"2221 East Northern Lights Boulevard, Suite 120, Anchorage, AK 99580"
134,Charter College - Farmington,"3030 E. 20th Street, Farmington, NM 87402"
135,Charter College - Fife,"3700 Pacific Highway East, Suite 150, Fife, WA 98424"
136,Charter College- Lynwood,"19401 40th Avenue West, Lynwood, WA 98036"
137,Charter College - Billings,"1595 Grand Avenue, Suite 230, Billings, MT 59102"
138,Charter College - Canyon Country,"19034 Soledad Canyon Road, Canyon Country, CA 91351"
139,Charter College - East Wenatchee,"595 Grant Road, Suite 5, East Wenatchee, WA 98802"
140,Charter College - Lacey,"4520 Lacey Boulevard SE, Suite 40, Lacey, WA 98503"
141,Charter College - Lancaster,"43141 Business Center Parkway, Suite 109, Lancaster, CA 93535"
142,Charter College - Missoula,"1900 Brooks St, Suite 6, Missoula, MT 59801"
143,Charter College - Yakima,"2706 West Nob Hill Boulevard, Suite 106, Yakima, WA 98902"
144,Prince William Sound Community College,"303 Lowe Street, Valdez, AK 99686"
145,Sheldon Jackson College,"801 Lincoln Street, Sitka, AK 99835-7699"
146,Alaska Career College,"1415 E Tudor Road, Anchorage, AK 99507-1033"
147,Everest College - Phoenix,"10400 N. 25th Avenue, Suite 190, Phoenix, AZ 85021"
148,Everest College - Mesa,"5416 E. Baseline Rd, Mesa, AZ 85206"
149,Thunderbird School of Global Management,"15249 N 59th Ave, Glendale, AZ 85306-6000"
150,Thunderbird School of Global Management - Miami Campus,"3625 NW 82nd Avenue Ste. 205, Miami, FL 33116"
151,American Indian College,"10020 N 15th Ave, Phoenix, AZ 85021"
152,American Institute of Trucking,"440 S 54th Ave, Phoenix, AZ 85043-4729"
153,Carrington College - Phoenix,"8503 N 27th Ave, Phoenix, AZ 85051-4063"
154,Carrington College - Tucson,"201 N. Bonita Avenue, Tucson, AZ 85745"
155,Carrington College - Las Vegas,"5740 S. Eastern Avenue, Suite 140, Las Vegas, NV 89119"
156,Carrington College - Tri City Inc.,"1001 West Southern Avenue, Mesa, AZ 85210"
157,Carrington College - Westside,"2701 W Bethany Home Road, Phoenix, AZ 85017"
158,Carrington College - Online,"4742 North 24th Street, Suite 360, Phoenix, AZ 85016"
159,Carrington College - Albuquerque,"1001 Menual Boulevard, Albuquerque, NM 87107"
160,College America - Flagstaff,"399 S. Malpais Ln., 2nd Fl., Flagstaff, AZ 86001"
161,Arizona Academy of Beauty Inc,"5631 E Speedway Blvd, Tucson, AZ 85712"
162,International Institute of the Americas,"6049 N 43rd Ave, Phoenix, AZ 85019-1600"
163,Arizona State University,"P.O. Box 877705, Tempe, AZ 85287"
164,Arizona State University at the Downtown Phoenix Campus,"411 N. Central Ave, Phoenix, AZ 85004"
165,Arizona State University at the West Campus,"4701 W Thunderbird Rd, Glendale, AZ 85306"
166,Arizona State University at the Polytechnic Campus,"7001 E. Williams Field Rd., Mesa, AZ 85212-6053"
167,Arizona State University at Avondale Lattie Coor,"1406 North Central Avenue, Avondale, AZ 85323"
168,Arizona State University at Chinle Elementary School,"US 191 West Chinle, Chinle, AZ 86503"
169,Arizona State University at Joe Carlson Elementary,"1700 North Louis Avenue, Douglas, AZ 85607"
170,Arizona State University at Ganado Middle School (Ganado Unified School District,"Hwy. 264, Ganado, AZ 86505"
171,Arizona State University at Mirage School (Deer Valley School District),"3910 W Groves Avenue, Glendale, AZ 85308"
172,Arizona State University at Sonoran Sky Elementary (Pendergast PDS Site),"10150 W. Missouri Avenue, Glendale, AZ 85301"
173,Arizona State University at Lake Havasu,"98 Swanson Plaza, Lake Havasu City, AZ 86043"
174,Arizona State University at Cloves Campbell School (Roosevelt District PDS),"2624 E. South Mountain Avenue, Phoenix, AZ 85042"
175,Arizona State University at Longview School,"1209 East Indian School Road, Phoenix, AZ 85014"
176,Arizona State University at Madison Park Middle School (Madison Elem District),"1431 E. Campbell Avenue, Phoenix, AZ 85014"
177,Arizona State University at Mayo Clinic Hospital,"5777 East Mayo Boulevard, Phoenix, AZ 85054"
178,Arizona State University at Palomino Elementary School (Paradise Valley PDS Site),"15833 N 19th Street, Phoenix, AZ 85032"
179,Arizona State University at Phoenix College (Phoenix Metro Area),"1202 West Thomas Road, Phoenix, AZ 85013"
180,Arizona State University at Gadsden Jr. High School (San Luis PDS Site),"963 N. 8th Avenue, San Luis, AZ 85349"
181,Arizona State University at Hohokam School,"8451 E. Oak Street, Scottsdale, AZ 85251"
182,Arizona State University at TB&B Parkside,"8355 E. Hartford Drive, Scottsdale, AZ 85260"
183,Arizona State University at ASU Research Park,"7700 South River Parkway, Bldg. #118, Tempe, AZ 85084"
184,Arizona State University at Eastern Arizona College,"615 N Stadium Avenue, Thatcher, AZ 85552"
185,Arizona State University at Sunnyside Unified School District,"2238 E. Ginter Road, Tucson, AZ 85706"
186,Arizona State University at Tucson,"340 N. Commerce Park Loop, Tucson, AZ 85745"
187,Arizona State University at Michael Anderson Elementary School,"45 S. 3rd Avenue, Avondale, AZ 85323"
188,Arizona State University at San Carlos Unified School District,"45 San Carlos Avenue, San Carlos, AZ 85550"
189,Arizona State University at Sunnyside Unified School District (Esperanza Elem Sc,"2353 E. Bantam Road, Tucson, AZ 85706"
190,Arizona State University at Flagstaff,"1200 S Beaver Street, Flagstaff, AZ 86011"
191,Arizona State University at Chandler Instructional Resource Center,"500 West Galveston Street, Chandler, AZ 85225"
192,Arizona State University at Dysart District Office,"11405 North Dysart Road, El Mirage, AZ 85335"
193,Arizona State University at Barry Goldwater High School,"2820 West Rose Garden Lane, Phoenix, AZ 85027"
194,Arizona State University at Isaac Junior High School,"3402 West McDowell Road, Phoenix, AZ 85009"
195,Arizona State University at Kyrene de la Mariposa School,"50 E. Knox Rd., Tempe, AZ 85284"
196,Arizona State University at Madison School No. 2,"2002 East Campbell Avenue, Phoenix, AZ 85016"
197,Arizona State University at Mesa School Student Service Center,"1025 North Country Club Drive, Mesa, AZ 85201"
198,Arizona State University at Mohave School,"5520 North 86th Street, Scottsdale, AZ 85250"
199,Arizona State University at Phoenix Prep Academy,"735 East Filmore Street, Phoenix, AZ 85006"
200,Arizona State University at Supai Middle School,"6720 E. Continental, Scottsdale, AZ 85257"
201,Arizona State University at Tempe Elementary District #3,"3205 South Rural Road, Tempe, AZ 85282"
202,Arizona State University at Tempe Learning Center,"3500 South Rural Road, Tempe, AZ 85282"
203,Arizona State University at Tempe Union High School,"1730 South Mill Avenue, Tempe, AZ 85281"
204,Arizona State University at Peoria Unified District #11,"6330 West Thunderbird Road, Glendale, AZ 85306"
205,Arizona State University at Basha Elementary School,"3535 S. Basha Rd., Chandler, AZ 85248"
206,Arizona State University at Corona Del Sol High School,"1001 East Knox Road, Tempe, AZ 85284"
207,Arizona State University at Sunnyslope Elementary,"801 West Peoria Avenue, Phoenix, AZ 85029"
208,Arizona State University at Val Vista Lakes Elementary School,"1030 North Blue Grotto, Gilbert, AZ 85234"
209,Arizona State University at Verrado Middle School,"20880 West Main Street, Buckeye, AZ 85396"
210,Arizona State University at Whiteriver Elementary School,"P.O. 190; 1 North Ave., Whiteriver, AZ 85941"
211,Arizona State University at Deer Valley School District,"20402 North 15th Avenue, Phoenix, AZ 85027"
212,Arizona State University at Indian Oasis Intermediate School,"111 Main Street, Sells, AZ 85634"
213,Arizona State University at Madison Elementary District #3,"5601 North 16th Street, Phoenix, AZ 85016"
214,Arizona State University at Madison School No. 3,"5601 North 16th Street, Phoenix, AZ 85016"
215,Arizona State University at SkySong,"1475 N. Scottsdale Road, Scottsdale, AZ 85257-3538"
216,Arizona State University at El Mirage Elementary School (Dysart site),"13500 N. El Mirage Road, El Mirage, AZ 85335"
217,Arizona State University at Arizona Western College,"2020 South Avenue 8 East, Yuma, AZ 85365"
218,Arizona State University at Centerra Mirage,"15151 W Centerra Drive South, Goodyear, AZ 85338"
219,Arizona State University at Central Arizona College,"8470 N. Overfield Road, Coolidge, AZ 85228"
220,Arizona State University at Navajo Education Building,"One Morgan Boulevard, Window Rock, AZ 86504"
221,Arizona State University at Thunderbird School of Global Management,"1 Global Place, Glendale, AZ 85306"
222,The Mercado,"550 E. Van Buren Street, Phoenix, AZ 85004"
223,Northern Arizona University,"South San Francisco Street, Flagstaff, AZ 86011"
224,Litchfield  Elementary District,"553 Plaza Circle Litchfield Park, Litchfield Park, AZ 85340"
225,City of Peoria Municipal Complex,"8401 W. Monroe Street, Peoria, AZ 85345"
226,General Dynamics Facility,"8201 E. McDowell Road, Scottsdale, AZ 85250"
227,Arizona State University - Nevitt Elementary School,"4525 E St Anne, Phoenix, AZ 85042"
228,First National Bank of Arizona,"17600 N Perimeter Dr, Scottsdale, AZ 85255"
229,Pendergast Learning Center,"3802 N. 91st Avenue, Phoenix, AZ 85037"
230,Mohave District Annex,"8505 E. Valley View Road, Scottsdale, AZ 85250"
231,Hudson School,"1325 E Malibu Dr, Tempe, AZ 85282"
232,Maricopa Community Center District,"Maricopa Community College District, Tempe, AZ 85281"
233,Evans Elementary School,"4525 S. College Ave., Tempe, AZ 85282"
234,Kyrene del Akimel School,"2720 E Liberty Ln, Phoenix, AZ 85048"
235,Navajo Nation Museum,"P.O. Box 1840, Windowrock, AZ 86515"
236,Garfield School,"811 N 13th St, Phoenix, AZ 85006"
237,Tempe Union High School District,"500 West Guadalupe Road, Tempe, AZ 85283"
238,Balsz Elementary District,"4309 East Belleview Street, Phoenix, AZ 85008"
239,Milenio School,"4630 East Frye Road, Phoenix, AZ 85048"
240,Kyrene de Los Ninos School,"1330 East Dava Drive, Tempe, AZ 85283"
241,Kyrene de los Lagos Elementary School,"17001 South 34th Way, Phoenix, AZ 85048"
242,Southwest Human Development,"2850 North 24th Street, Phoenix, AZ 85008"
243,Scottsdale Healthcare-Shea,"9003 East Shea Boulevard, Scottsdale, AZ 85260"
244,Machan (William T.) School,"2140 East Virginia Avenue, Phoenix, AZ 85006"
245,Holdeman Elementary School,"1326 West 18th Street, Tempe, AZ 85281"
246,Adams Elementary School,"730 South Longmore, Mesa, AZ 85202"
247,Gilbert Civic Center,"75 E. Civic Center Drive, Gilbert, AZ 85296"
248,Gilbert Elementary School,"175 West Elliot Road, Gilbert, AZ 85233"
249,Kyrene del Norte School,"1331 East Redfield Road, Tempe, AZ 85283"
250,Pomeroy School,"1507 West Shawnee Drive, Chandler, AZ 85224"
251,Arizona State University - Cox Communications,"1550 W Deervalley Road, Phoenix, AZ 85027"
252,Community Services Building,"200 East Curry Road, Building #130, Tempe, AZ 85284"
253,Jordan School,"3220 North Carriage Lane, Chandler, AZ 85224"
254,Arizona State University - Gateway Elementary School,"1100 North 35th Street, Phoenix, AZ 85008"
255,Dine College,"P.O. Box 407; 1 Circle Drive, Tsaile, AZ 86556"
256,Augustus Shaw Elementary School,"123 N. 13th Street, Phoenix, AZ 85034"
257,Keller Elementary School,"1445 E. Hilton Av, Mesa, AZ 85204"
258,Herrera School,"1305 South 11th Street, Phoenix, AZ 85034"
259,Kyrene Aprende Middle School,"777 N. Desert Breeze Blvd., Chandler, AZ 85226"
260,Cochise College - Downtown Center,"2600 East Wilcox Drive, Sierra Vista, AZ 85635"
261,Arizona State University,"500 North 3rd Street, Phoenix, AZ 85004-0698"
262,Yavapai College - Prescott Main Campus,"1100 E. Sheldon Street, Prescott, AZ 86301"
263,Yavapai College - Prescott Valley Campus,"6955 Panther Path, Prescott Valley, AZ 86314"
264,Pima Community College - Northwest Campus,"7600 N. Shannon Rd., Tucson, AZ 85709-7330"
265,Red Mountain Campus (Mesa CC),"7110 E. McKellips Road, Mesa, AZ 85215"
266,Washington Center,"1800 I Street NW, Washington, DC 20006"
267,Thunderbird School of Global Management,"400 East Van Buren, Phoenix, AZ 85004"
268,Echo Mountain Intermediate School,"1811 E. Michigan Avenue, Phoenix, AZ 85022"
269,Pima Community College - West Campus,"2202 West Anklam Road, Tucson, AZ 85709-0001"
270,ASU@Northeastern Arizona,"1001 W Deuce of Clubs, Show Low, AZ 85901"
271,California College at ASU,"515 South Flower Street, 18th Floor, Los Angeles, CA 90071"
272,The McCain Institute of International Leadership,"740 15th Street NW, Ste. 900, Washington, DC 20005"
273,ASU at Mesa City Center,"50 Centennial Way, Mesa, AZ 85201"
274,ASU at Los Angeles,"146 W. 11th Street, Los Angeles, CA 90015"
275,Arizona Western College,"P.O. Box 929, Yuma, AZ 85366"
276,Arizona Western Collage at Entrepreneurial Center,"1351 S. Redondo Center Drive, Yuma, AZ 85365"
277,Arizona Western Collage at San Luis Learning Center,"1340 N 8th Avenue, San Luis, AZ 85349"
278,Arizona Western College at Somerton Center,"1011 N. Somerton Avenue, Somerton, AZ 85350"
279,Arizona Western College at La Paz Learning Center,"601 W. 11th Street, Parker, AZ 85344"
280,La Paz Learning Center,"1109 S. Geronimo Avenue, Parker, AZ 85344"
281,Massage Therapy Center,"2451 South Avenue A, Suite E101, Yuma, AZ 85364"
282,San Luis Technology Institute,"1135 N. Main Street, San Luis, AZ 85349"
283,AWC LETA Facility,"1280 W Desert Hills Drive, Yuma, AZ 85364"
284,Yuma Catholic High School,"2100 West 28th Street, Yuma, AZ 85364"
285,Aztec High School,"2440 West 28th Street, Yuma, AZ 85364"
286,Wellton Learning Center,"28851 County 12th Street, Wellton, AZ 85356"
287,Vista High School,"3150 South Avenue A, Yuma, AZ 85364"
288,Yuma Fire Station No. 5,"6490 East 26th Street, Yuma, AZ 85365"
289,Quartzsite Learning Center,"695 North Kofa Avenue, Quartzsite, AZ 85346"
290,Quartzsite Fire Station,"70 Tyson Street, Quartzsite, AZ 85346"
291,Arizona State Prison Complex,"7125 East Cesar Chavez Blvd, Yuma, AZ 85365"
292,STEDY,"899 East Plaza Circle, Yuma, AZ 85365"
293,M.C.A.S. Education Center,"Building 850, Yuma, AZ 85365"
294,La Paz County Sheriff's Office,"1109 W. Arizona Ave., Parker, AZ 85344"
295,Yuma County Sheriff's Office,"141 S. 3rd Ave., Yuma, AZ 85365"
296,University of Arizona,"1401 E University, Tucson, AZ 85721-0066"
297,University of Arizona - University of Arizona South,"1140 N. Colombo Ave., Sierra Vista, AZ 85635"
298,UA College of Medicine - Phoenix and Partnership with ASU,"550 E. Van Buren Street, Phoenix, AZ 85004"
299,University of Arizona - Douglas,"4190 W Highway 80, Douglas, AZ 85607-6190"
300,University of Arizona at Eller MBA,"16425 N. Pima Road, Suite 370, Scottsdale, AZ 85620"
301,"University of Arizona at Pima Community College, East","8181 E. Irvington Road, Tucson, AZ 85709"
302,University of Arizona - Downtown,"Roy Place Building, 4460 North Stone Avenue, Tucson, AZ 85701"
303,University of Arizona - Pima Desert Vista,"5901 South Calle Santa Cruz, Tucson, AZ 85709-6000"
304,University of Arizona - Pima Downtown,"1255 N. Stone Avenue, Tucson, AZ 85709-3000"
305,University of Arizona - Pima West,"2202 West Anklam Road, Tucson, AZ 85709-0001"
306,University of Arizona - Science and Technology Park,"9040 S. Rita Road, Tucson, AZ 85747"
307,University of Arizona - Santa Cruz,"455 N. Arroyo Blvd. Suite 25, Nogales, AZ 85621"
308,University of Arizona at Chandler Downtown,"125 E. Commonwealth Ave., Chandler, AZ 85225"
309,University of Arizona at Paradise Valley Community College,"18401 N. 32nd Street, Phoenix, AZ 85302"
310,University of Arizona at Vail Unified School District,"12775 E. Mary Ann Cleveland Way, Vail, AZ 85641"
311,University of Arizona - Nogales,"2021 N. Grand Ave., Nogales, AZ 85621"
312,University of Arizona College of Medicine,"1501 North Campbell, Tucson, AZ 85724-5002"
313,"UA ? Flowing Wells, Flowing Wells High School","3725 N Flowing Wells Road, Tucson, AZ 85705"
314,Central Arizona College,"8470 North Overfield Road, Coolidge, AZ 85128"
315,San Luis Technology Institute,"1135 N. Main Street, San Luis, AZ 85349"
316,Oro Valley-Hanley,"1580 E. Hanley Blvd., Oro Valley, AZ 85737"
317,Oro Valley-Stallard,"10900 E. Stallard Place, Oro Valley, AZ 85737"
318,"University of Arizona-Sunnyside, Los Ninos Elementary School","5445 S. Alvernon Way, Tucson, AZ 85706"
319,Southwest University of Visual Arts,"20 E Congress St., Tucson, AZ 85701"
320,The Art Center Design College - Albuquerque,"5000 Marble NE, Albuquerque, NM 87110"
321,Previous Main Campus,"2525 North Country Club Road, Tucson, AZ 85716"
322,Brillare Hairdressing Academy - Scottsdale,"15147 North Scottsdale Road, Building H, Suite 300, Scottsdale, AZ 85254"
323,Brillare Hairdressing Academy - Phoenix,"15210 S. 50TH STREET SUITE 150, PHOENIX, AZ 85044"
324,Central Arizona College,"8470 N Overfield Rd, Coolidge, AZ 85228-9778"
325,Central Arizona College - Aravaipa Campus,"80440 E Aravaipa Road, Winkelman, AZ 85292"
326,Central Arizona College - Superstition Mountain Campus,"273 Old West Highway, Apache Junction, AZ 85219-5231"
327,Central Arizona College - Florence Center (ASPC),"800 E. Butte, Building 100, Florence, AZ 85232"
328,Central Arizona College at Corporate Center,"540 N. Camino Mercado, Suite 1, Casa Grande, AZ 85222"
329,Central Arizona College at Maricopa Center,"20800 N. John Wayne Parkway, Maricopa, AZ 85239"
330,Central Arizona College - Maricopa,"17945 N. Regent Drive, Maricopa, AZ 85138"
331,Central Arizona College at San Tan Campus,"3736 E. Bella Vista Road, San Tan Valley, AZ 85143"
332,Central Arizona College ? San Tan Center,"2474 E. Hunt Highway, Suite 100, San Tan Valley, AZ 85143"
333,Charles of Italy Beauty College,"1987 McCulloch Blvd, Suite 205, Lake Havasu City, AZ 86403"
334,Charles of Italy Beauty College,"2135 South Highway 95, Suite 191, Bullhead City, AZ 86440"
335,Cortiva Institute - Tucson,"6390 East Broadway Boulevard, Tucson, AZ 85710"
336,DeVoe College of Beauty,"750 Bartow Dr, Sierra Vista, AZ 85635-1832"
337,Avalon Institute,"2111 S Alma School Rd Ste 21, Mesa, AZ 85210"
338,Avalon School of Cosmetology,"410 East Bell Road, Phoenix, AZ 85022"
339,Eastern Arizona College,"615 N. Stadium Ave., Thatcher, AZ 85552-0769"
340,Eastern Arizona College - Gila Pueblo Campus,"8274 Six Shooter Canyon Rd., Globe, AZ 85502-2656"
341,Eastern Arizona College - Payson Campus,"201 N. Mud Springs Rd., Payson, AZ 85547-0359"
342,Eastern Arizona College at Morenci,"538 Stadium Drive, Morenci, AZ 85540"
343,Eastern Arizona College at Eastern Arizona Academy of Cosmetology,"1926 West Thatcher Boulevard, Safford, AZ 85546"
344,Eastern Arizona College at Swift Trail Correctional Institute,"1529 W. Highway 366, Safford, AZ 85546"
345,Eastern Arizona College at San Carlos,"Corner of Tonto and Mesa Drives, San Carlos, AZ 85550"
346,Eastern Arizona College at Arizona Dept. of Corrections of Safford-Fort Grant,"15500 S. Fort Grant Road, Safford, AZ 85643"
347,Eastern Arizona College at Arizona Dept. of Corrections of Safford-Graham/Tonto,"896 S. Cook Road, Safford, AZ 85546"
348,Northern Arizona Vocational Institute of Technology (NAVIT),"951  W. Snowflake Blvd., Snowflake, AZ 85937"
349,Thatcher High School,"601 N. 3rd Ave, Thatcher, AZ 85552"
350,Pleasant Valley Fire District,"47529 AZ-288, Young, AZ 85554"
351,Arizona Department of Corrections-Globe,"1000 Fairgrounds Rd., Globe, AZ 85501"
352,Gila County Maintenance Yard-Payson,"5318 E. Hwy 260, Payson, AZ 85541"
353,Miami Regional Training Center,"4053 E. Highway 60/70, Miami, AZ 85539"
354,Eastern Arizona Academy of Cosmetology (EAAC),"1550 Thatcher Blvd., Safford, AZ 85546"
355,Globe High School,"437 W. High Street, Globe, AZ 85501"
356,Payson High School,"301 South McLane, Payson, AZ 85541"
357,Blue Ridge HIgh School NAVIT,"1200 W. White Mountain Blvd., Lakeside, AZ 85929"
358,Show Low High School NAVIT,"1201 N. Cougar Ln., Show Low, AZ 85901"
359,Mogollon High School NAVIT,"3450 Mustang, Heber, AZ 85928"
360,Saint John's High School NAVIT,"360 Redskin Dr., St. John's, AZ 85936"
361,Payson Fire Department Station 11,"400 West Main Street, Payson, AZ 85541"
362,Miami High School,"4739 S. Ragus Road, Miami, AZ 85539"
363,Duncan High School,"108 Stadium Street, Duncan, AZ 85534"
364,"Advanced Air Systems, LLC.","2250 Highway 70, Thatcher, AZ 85552"
365,The School of Architecture,"Taliesin West, 12621 N. Frank Lloyd Wright Boulevard, Scottsdale, AZ 85261"
366,Arcosanti,"13555 S. Cross L Rd., Mayer, AZ 86333"
367,Maricopa Community Colleges - Glendale Community College,"6000 W Olive Ave, Glendale, AZ 85302"
368,Maricopa Community Colleges-Glendale Community College at Tractor Trailer Driving,"6002 W. Sherman St., Phoenix, AZ 85043-3535"
369,Maricopa Community Colleges-Glendale Community College at Communiversity@Surprise,"15950 West Civic Center Plaza, Surprise, AZ 85374"
370,Maricopa Community Colleges at Glendale Regional Public Safety Training Center,"11550 W. Glendale Ave., Glendale, AZ 85307"
371,Maricopa Community Colleges at Arizona Law Enforcement Academy,"10001 S. 15th Ave, Phoenix, AZ 85041"
372,Maricopa Community Colleges at Buckeye Fire Department,"115 S. 7th St., Buckeye, AZ 85326"
373,Discover Financial Services,"2402 W. Beardsley Road, Phoenix, AZ 85027"
374,Apollo High School,"8045 N. 47th Avenue, Glendale, AZ 85302"
375,Barry Goldwater High School,"2820 W. Rose Garden Lane, Phoenix, AZ 85027"
376,Cactus High School,"6330 W. Greenway Road, Glendale, AZ 85306"
377,Centennial High School,"14388 N. 79th Avenue, Peoria, AZ 85381"
378,Ironwood High School,"16051 W. Sweetwater Avenue, Glendale, AZ 85304"
379,Liberty High School,"9621 W. Speckled Gecko Drive, Peoria, AZ 85383"
380,Moon Valley High School,"3625 W. Cactus Rd., Phoenix, AZ 85029"
381,Peoria High School,"11200 N. 83rd Ave., Peoria, AZ 85345"
382,Raymond S. Kellis High School,"8990 W. Orangewood Avenue, Glendale, AZ 85305"
383,Shadow Ridge High School,"10909 N. Perryville Road, Surprise, AZ 85388"
384,Sunnyslope High School,"35 W. Dunlap Avenue, Phoenix, AZ 85020"
385,Sunrise Mountain High School,"21200 N. 83rd Ave., Peoria, AZ 85382"
386,Thunderbird High School,"1750 W. Thunderbrid Road, Phoenix, AZ 85023"
387,Washington High School,"2217 W. Glendale Avenue, Phoenix, AZ 85021"
388,Greenway High School,"3930 W. Greenway Road, Phoenix, AZ 85053"
389,West-MEC Northwest Campus,"13201 W. Grand Avenue, Surprise, AZ 85374"
390,Grand Canyon University,"3300 W Camelback Rd, Phoenix, AZ 85017"
391,Grand Canyon University at Presbyterian Healthcare Services (PHS) Northside,"5901 Harper Drive Northeast, Albuquerque, NM 87109"
392,Grand Canyon University at Avondale Fire Department,"1825 N 107th Ave, Avondale, AZ 85323"
393,Grand Canyon University at Estrella Mountain Community College,"3000 N. Dysart Road, Avondale, AZ 85392"
394,Grand Canyon University at Casa Grande Medical Center,"1800 E. Florence Blvd, Casa Grande, AZ 85222"
395,Grand Canyon University at Chandler Regional Medical Center,"475 S. Dobson Rd, Chandler, AZ 85224"
396,Grand Canyon University at Banner Gateway Medical Center,"1900 N. Higley Road, Gilbert, AZ 85234"
397,Grand Canyon University at Mercy Gilbert Medical Center,"3555 S. Val Vista Drive, Gilbert, AZ 85296"
398,Grand Canyon University at Abrazo Phoenix / West Valley Hospital,"13677 W. McDowell Rd, Goodyear, AZ 85338"
399,Grand Canyon University at AT Still University,"5850 E. Still Circle, Mesa, AZ 85206"
400,Grand Canyon University at Banner Baywood Medical Center,"6644 E. Baywood Avenue, Mesa, AZ 85206"
401,Grand Canyon University at Banner Desert Medical Center,"1400 S Dobson Rd, Mesa, AZ 85202"
402,Grand Canyon University at Mesa Community College,"1833 W. Southern Avenue, Mesa, AZ 85202"
403,Grand Canyon University at Mesa Unified School District,"63 E Main St, Mesa, AZ 85621"
404,Grand Canyon University at Mountain Vista Medical Center,"1301 S. Crimson Road, Mesa, AZ 85209"
405,Grand Canyon University at Public Safety Administration Building,"8351 W. Cinnabar Avenue, Peoria, AZ 85345"
406,Grand Canyon University at Banner - Thunderbird,"5555 W Thunderbird Rd, Phoenix, AZ 85306"
407,Grand Canyon University at Banner Estrella Medical Center,"9201 W Thomas Road, Phoenix, AZ 85037"
408,Grand Canyon University at Banner Good Samaritan Med. Center,"1111 E McDowell Rd, Phoenix, AZ 85006"
409,Grand Canyon University at John C. Lincoln - North Mountain,"9202 N 2nd St, Phoenix, AZ 85020"
410,"Grand Canyon University at John C. Lincoln, Deer Valley","19829 N 27th Ave, Phoenix, AZ 85027"
411,Grand Canyon University at Maricopa County Medical Center,"2601 E. Roosevelt St, Phoenix, AZ 85008"
412,Grand Canyon University at Mayo Clinic Hospital,"5777 E. Mayo Blvd, Phoenix, AZ 85054"
413,Grand Canyon University at Phoenix  VA Healthcare System,"650 E. Indian School Rd., Phoenix, AZ 85012-1892"
414,Grand Canyon University at Phoenix Children's Hospital,"1919 E. Thomas Rd, Phoenix, AZ 85016"
415,Grand Canyon University at St. Joseph Hospital,"350 W. Thomas Rd, Phoenix, AZ 85013"
416,Grand Canyon University at Scottsdale Healthcare - Osborn,"7400 E. Osborn Rd, Scottsdale, AZ 85251"
417,Grand Canyon University at Scottsdale Healthcare - Shea,"9003 E Shea Blvd, Scottsdale, AZ 85260"
