,location_name,address
6161,Olivet Nazarene University at Professional Develop Alliance,"2705 McDonough Street, Joliet, IL 60436-9701"
6162,Olivet Nazarene University at Kankakee Community College,"100 College Drive, Kankakee, IL 60901-6505"
6163,Olivet Nazarene University at Provena St. Mary's Hospital,"500 W. Court Street, Kankakee, IL 60901-3661"
6164,Olivet Nazarene University at Riverside Medical Center,"350 N. Wall Street, Kankakee, IL 60901-2901"
6165,Olivet Nazarene University at Lemont Township H.S.,"800 Porter Street, Lemont, IL 60439-3777"
6166,Olivet Nazarene University at Old Quarry Middle School,"16100 W. 127th Street, Lemont, IL 60439"
6167,Olivet Nazarene University at River Valley Middle School,"15425 W 127th St, Lemont, IL 60439"
6168,Olivet Nazarene University at Condell,"303 Cleveland Avenue, Libertyville, IL 60048-3247"
6169,Olivet Nazarene University at Kennedy Junior High,"2929 Green Trails Drive, Lisle, IL 60532-6262"
6170,"Olivet Nazarene University at Molex, INC","222 Wellington Court, Lisle, IL 60532-3831"
6171,Olivet Nazarene University at Lockport East Campus,"1333 E. 7th Street, Lockport, IL 60441-3823"
6172,Olivet Nazarene University at DuPage Regional Office of Education - Professional Development Center,"1519 S. Grace Street, Lombard, IL 60148-4649"
6173,Olivet Nazarene University at Matteson Elementary District,"6206 Vollmer Road, Matteson, IL 60443"
6174,Olivet Nazarene University at Rock of Ages Church - Spiritual Growth and Development Center,"1405 Madison Street, Maywood, IL 60153-1821"
6175,Olivet Nazarene University at Northern Illinois Medical Center,"4201 Medical Center Drive, McHenry, IL 60050-8409"
6176,Olivet Nazarene University at Westlake Hospital,"1225 West Lake Street, Melrose Park, IL 60160-4039"
6177,Olivet Nazarene University at Bremen High School,"15203 Pulaski Road, Midlothian, IL 60445-3755"
6178,Olivet Nazarene University at Minooka Intermediate,"305 Church Street, Minooka, IL 60447"
6179,Olivet Nazarene University at Mokena Elementary,"11244 Willowcrest Lane, Mokena, IL 60448-1334"
6180,Olivet Nazarene University at Lakewood Creek Elementary,"2301 Lakewood Creek, Montgomery, IL 60538-4140"
6181,Olivet Nazarene University at Morris Hospital and HealthCare Centers,"1510 West High Street, Morris, IL 60450"
6182,Olivet Nazarene University at Shabbona Middle School,"725 School Street, Morris, IL 60450"
6183,Olivet Nazarene University at White Oak Elementary,"2001 DuPont Avenue, Morris, IL 60450-3605"
6184,Olivet Nazarene University at Calvary Church,"9S200 State Route 59, Naperville, IL 60564-7001"
6185,Olivet Nazarene University at Lincoln Junior High,"1320 South Olympus Dr., Naperville, IL 60565-1258"
6186,Olivet Nazarene University at Neuqua Valley High School,"2360 95th Street, Naperville, IL 60564-8934"
6187,Olivet Nazarene University at Washington Commons,"900 East Diehl Road, Suite 130, Naperville, IL 60563-7800"
6188,Olivet Nazarene University at Washington Junior High School,"201 N. Washington St, Naperville, IL 60540-4513"
6189,Olivet Nazarene University at Alex M. Martino Jr. High,"731 E. Joliet Hwy., New Lenox, IL 60451-1917"
6190,Olivet Nazarene University at Liberty Junior High School,"151 Lenox Street, New Lenox, IL 60451-1189"
6191,Olivet Nazarene University at Spencer Crossing Elementary,"1711 S. Spencer Road, New Lenox, IL 60451-2373"
6192,Olivet Nazarene University at Gemini Junior High School,"8955 Greenwood, Niles, IL 60714-1416"
6193,Olivet Nazarene University at Advocate BroMenn Hospital,"1304 Franklin Avenue, Normal, IL 61761"
6194,Olivet Nazarene University at Oak Forest High School,"15201 South Central Avenue, Oak Forest, IL 60452-2101"
6195,Olivet Nazarene University at Advocate Hope Children's Hospital,"4440 W. 95th Street, Oak Lawn, IL 60453-2600"
6196,Olivet Nazarene University at Harnew Elementary School,"9101 S. Meade, Oak Lawn, IL 60453"
6197,Olivet Nazarene University at Kolb Elementary School,"9620 Normandy Avenue, Oak Lawn, IL 60453-2131"
6198,Olivet Nazarene University at Oak Lawn Community H.S.,"9400 Southwest Highway, Oak Lawn, IL 60453"
6199,Olivet Nazarene University at Rush Oak Park Hospital,"520 S. Maple Avenue, Oak Park, IL 60304"
6200,Olivet Nazarene University at OakBrook International Office Center,"2809 Butterfield Road, Suite 210, Oakbrook, IL 60523-1162"
6201,Olivet Nazarene University at St. James Hospital - Olympia Fields,"20201 S. Crawford Avenue, Olympia Fields, IL 60461-1010"
6202,Olivet Nazarene University at Advocate Health Center,"29 Orland Square Drive, Orland Park, IL 60462-3206"
6203,Olivet Nazarene University at Consolidated High School District 230 Office,"15100 South 94th Ave, Orland Park, IL 60462-3865"
6204,Olivet Nazarene University at Oswego East High School,"1525 Harvey Road, Oswego, IL 60543-8290"
6205,Olivet Nazarene University at Oswego High School,"4250 Route 71, Oswego, IL 60543-8341"
6206,Olivet Nazarene University at Prairie Point Elementary School,"3650 Grove Road, Oswego, IL 60543"
6207,Olivet Nazarene University at Oak Ridge Elementary School,"8791 W. 103rd Street, Palos Hills, IL 60465"
6208,Olivet Nazarene University at Advocate Lutheran General Hospital,"1775 W. Dempster Street, Park Ridge, IL 60068-1143"
6209,Olivet Nazarene University at Plainfield Central Elementary,"23723 Getson Drive, Plainfield, IL 60544-3001"
6210,Olivet Nazarene University at Plainfield Central High School,"611 West Fort Beggs Drive, Plainfield, IL 60544-1877"
6211,Olivet Nazarene University at Timber Ridge Middle School,"2101 Bronk Road, Plainfield, IL 60544"
6212,Olivet Nazarene University at Emily G. Johns Elementary School,"430 South Mitchell D, Plano, IL 60545-9001"
6213,Olivet Nazarene University at Plano High School,"704 W. Abe Street, Plano, IL 60545-1180"
6214,Olivet Nazarene University at St. Alphonsus Liguori School,"411 North Wheeling Road, Prospect Heights, IL 60070-3400"
6215,Olivet Nazarene University at Rantoul J.W. Eater High School,"400 E. Wabash, Rantoul, IL 61866-3013"
6216,Olivet Nazarene University at Diocese of Rockford,"555 Coleman Center Drive, Rockford, IL 61125-7044"
6217,Olivet Nazarene University at Rockford Memorial Hospital,"2400 N. Rockton Avenue, Rockford, IL 61103-3655"
6218,Olivet Nazarene University at Swedish American Hospital,"1401 E. State Street, Rockford, IL 61104"
6219,Olivet Nazarene University at Chicago Regional Center,"3601 Algonquin, Rolling Meadows, IL 60008-3126"
6220,Olivet Nazarene University at Holiday Inn,"3405 Algonquin Road, Rolling Meadows, IL 60008"
6221,Olivet Nazarene University at Intercontinental Hotel,"5300 N. River Road, Rosemont, IL 60018-5400"
6222,Olivet Nazarene University at Kenyon Woods Middle School,"2929 Green Trails Drive, South Elgin, IL 60532"
6223,Olivet Nazarene University at Madison School,"15700 Orchid Drive, South Holland, IL 60473"
6224,Olivet Nazarene University at Seton Academy,"16100 Seton Road, South Holland, IL 60473-1863"
6225,Olivet Nazarene University at South Holland District Office,"320 E. 161st Place, South Holland, IL 60473"
6226,Olivet Nazarene University at Thornwood High School,"17101 South Park Avenue, South Holland, IL 60473-3484"
6227,Olivet Nazarene University at Columbia Central School,"94 W. Richton Road, Steger, IL 60475-1821"
6228,Olivet Nazarene University at Argo Community High School,"7329 W. 63rd Street, Summit, IL 60501-1817"
6229,Olivet Nazarene University at Carle Foundation Hospital - Main Campus,"602 W. University Avenue, Urbana, IL 61801-2530"
6230,Olivet Nazarene University at Urbana School District 116,"205 N. Race Street, Urbana, IL 61801-2680"
6231,Olivet Nazarene University at Vernon Hills High School,"145 Lakeview Parkway, Vernon Hills, IL 60061-1566"
6232,Olivet Nazarene University at Glenn Raymond Middle School,"101 East Mulberry Street, Watseka, IL 60970-1676"
6233,Olivet Nazarene University at Family First Center,"202 S. Genesee, Waukegan, IL 60085-6543"
6234,Olivet Nazarene University at Jesus Name Apostolic Church,"208 Lake Street, Waukegan, IL 60085-6547"
6235,Olivet Nazarene University at University Center at Waukegan,"1 N. Genesee St., Suite 300, Waukegan, IL 60085-8116"
6236,Olivet Nazarene University at Lowell Elementary School,"312 South President, Wheaton, IL 60187-5738"
6237,Olivet Nazarene University at Wheaton North High School,"701 W. Thomas Road, Wheaton, IL 60187-3141"
6238,Olivet Nazarene University at Wheeling High School,"900 S. Elmhurst Road, Wheeling, IL 60090-5507"
6239,Olivet Nazarene University at Centegra Memorial Medical Center - South,"527 W. South Street, Woodstock, IL 60098-3756"
6240,Olivet Nazarene University at Centegra Memorial Medical Center - Main Campus,"3701 Doty Road, Woodstock, IL 60098-7509"
6241,Olivet Nazarene University at Worth Junior High School,"11151 S. New England Avenue, Worth, IL 60482-1808"
6242,Olivet Nazarene University at Worthwoods Elementary,"11000 S. Oketo Avenue, Worth, IL 60482-1009"
6243,Olivet Nazarene University at Midwestern Regional Med Center,"2520 Elisha Avenue, Zion, IL 60099"
6244,Olivet Nazarene University at North Ridge Middle School,"1619 North Jackson Street, Danville, IL 61832-1879"
6245,Olivet Nazarene University at Thornridge High School,"15000 Cottage Grove, Dolton, IL 60419-2738"
6246,Olivet Nazarene University at Queen Bee 16 Professional Development Center,"1525 Bloomingdale Road, Glendale Heights, IL 60139-2733"
6247,Olivet Nazarene University at OAK Orthopedics,"1405 West Park Street, Urbana, IL 61801-2359"
6248,Olivet Nazarene University at Highland Community College,"2998 West Pearl City Road, Freeport, IL 61032-9341"
6249,Olivet Nazarene University at Illinois Valley Community College,"815 N. Orlando Smith Road, Oglesby, IL 61348-9692"
6250,Olivet Nazarene University at West 40 Intermediate Service Center,"4413 Roosevelt Road, Hillside, IL 60166-2074"
6251,Olivet Nazarene University at Alcott High School,"2957 N. Hoyne Avenue, Chicago, IL 60618-8208"
6252,Olivet Nazarene University at Sullivan High School,"6631 N. Bosworth Avenue, Chicago, IL 60626-4223"
6253,Olivet Nazarene University at Lincoln Elementary School,"910 Forest Avenue, Evanston, IL 60202-1474"
6254,Olivet Nazarene University at DACC Hoopeston Learning Center,"847 E. Orange Avenue, Hoopeston, IL 60942-1802"
6255,Olivet Nazarene University at Carle Hospital,"611 W. Park Street, Urbana, IL 61801-2500"
6256,Olivet Nazarene University at Sherman Hospital,"934 Center Street, Elgin, IL 60120"
6257,Olivet Nazarene University at Palmer House,"17 East Monror, Chicago, IL 60603-5605"
6258,Olivet Nazarene University at Burroughs School,"3542 S. Washtenaw, Chicago, IL 60632-1639"
6259,Olivet Nazarene University at Family Education Center,"1204 Van Buren, Maywood, IL 60153-1846"
6260,Olivet Nazarene University at Morrill Math & Science,"6011 S. Rockwell Street, Chicago, IL 60629-1133"
6261,Olivet Nazarene University at Clark School,"1045 S. Monitor Avenue, Chicago, IL 60644-5434"
6262,Olivet Nazarene University at Harvey School,"320 East 161st Place, Harvey, IL 60473-1498"
6263,Olivet Nazarene University at Schubert Elementary,"2727 N. Long Avenue, Chicago, IL 60639"
6264,Olivet Nazarene University at Burbank (Luther) School,"2035 N. Mobile, Chicago, IL 60639"
6265,Olivet Nazarene University at Carl Sandburg High School,"13300 S. LaGrange Road, Orland Park, IL 60462"
6266,Olivet Nazarene University at South Suburban College,"15800 S. State Street, South Holland, IL 60473"
6267,Olivet Nazarene University at NW Free Baptist Church,"5318 West Diversey Avenue, Chicago, IL 60639-1513"
6268,Olivet Nazarene University at Hoover Schrum Memorial,"485 165th Street, Calumet City, IL 60409-6255"
6269,Olivet Nazarene University at The Community House,"415 West Eighth Street, Hindsdale, IL 60521-4451"
6270,Olivet Nazarene University at The Hub Building,"247 S. State Street, Chicago, IL 60604-2053"
6271,Olivet Nazarene University at Shore Bank (Bronzville Banking Center),"3401 S. King Drive, Chicago, IL 60616"
6272,Olivet Nazarene University at Harold Washington Library,"400 South State Street, Chicago, IL 60605-1203"
6273,Olivet Nazarene University at Pilsen Wellness Center,"2319 South Damen Ave, Chicago, IL 60605-1203"
6274,Olivet Nazarene University at Metro South Medical Center,"12935 S. Gregory Street, Blue Island, IL 60406-2428"
6275,Olivet Nazarene University at The Ray and Joan Kroc Corps Community Center,"1250 W. 119th Street, Chicago, IL 60643-5100"
6276,Olivet Nazarene University at South Shore Hospital,"8012 South Crandon Avenue, Chicago, IL 60617-1124"
6277,Olivet Nazarene University at Swedish Covenant Hospital,"5145 N. California, Chicago, IL 60625-3661"
6278,Olivet Nazarene University at Walter L. Newberry Math & Science Academy,"700 W. Willow Street, Chicago, IL 60614-5108"
6279,Olivet Nazarene University at Michigan District Church of the Nazarene,"15180 Wright Road, Grand Ledge, MI 48837-9202"
6280,Olivet Nazarene University at Warren Township High School - O'Plaine Campus,"500 N. O'Plaine Road, Gurnee, IL 60031-2641"
6281,Olivet Nazarene University at Westside Church of the Nazarene,"8610 W. 10th Street, Indianapolis, IN 46234-2134"
6282,"Olivet Nazarene University at RHW  Enterprises, Inc.","7302 Woodland Drive, Indianapolis, IN 46278-1736"
6283,Olivet Nazarene University at Mid America Nazarene University,"2030 E. College Way, Olathe, KS 66062-1899"
6284,Olivet Nazarene University at McHenry Middle School,"2120 W. Lincoln Road, McHenry, IL 60050-3634"
6285,Olivet Nazarene University at Senate Apartments,"5801 G North Pulaski Road, Chicago, IL 60646-6055"
6286,Olivet Nazarene University at Kishwaukee College,"21193 Malta Road, Malta, IL 60150-9699"
6287,Olivet Nazarene University at Chute Middle School,"1400 Oakton Street, Evanston, IL 60202"
6288,Olivet Nazarene University at Creekside Elementary School,"655 North Airlite Street, Elgin, IL 60123"
6289,Olivet Nazarene University at Horizon Elementary School,"1701 Greenbrook Blvd., Hanover Park, IL 60133"
6290,Olivet Nazarene University at Spring Trail Elementary School,"1384 Spring Valley Drive, Carol Stream, IL 60188"
6291,Olivet Nazarene University at Chicago Police Department,"1300 W. Jackson Blvd., Chicago, IL 60607-2808"
6292,Olivet Nazarene University at Hawthorn Elementary North,"301 Hawthorn Parkway, Vernon Hills, IL 60061-1461"
6293,"Olivet Nazarene University at Kenmoor, L.L.C.","625 Kenmoor Avenue, Grand Rapids, MI 49546-2395"
6294,Olivet Nazarene University at Pyramid Education Campus,"6100 E. Paris Avenue, Caledonia, MI 49316-9790"
6295,Olivet Nazarene University at Ridge Circle Elementary School,"420 Ridge Circle, Streamwood, IL 60107-1710"
6296,Olivet Nazarene University at Trinity Church of the Nazarene,"1451 Raymond Drive, Naperville, IL 60563-8948"
6297,Olivet Nazarene University at Lundahl Middle School,"560 Nash Road, Crystal Lake, IL 60014-7138"
6298,Olivet Nazarene University at Valparaiso Nazarene Church,"2702 E. Glendale Blvd., Valparaiso, IN 46383-3982"
6299,Rock Valley College,"3301 North Mulford Road, Rockford, IL 61114-5640"
6300,Boone-Winnebago Regional Office of Education,"404 Elm Street, Rockford, IL 61101-1239"
6301,Gwendolyn Brooks Middle School,"14741 S. Wallace Avenue, Harvey, IL 60426-2448"
6302,Thomas Jefferson Junior High School,"7200 Janes Avenue, Woodridge, IL 60517-2318"
6303,Whittier Elementary School,"71 E 152nd Street, Harvey, IL 60426-3154"
6304,Winnebago Regional Office of Education,"300 Heart Blvd, Loves Park, IL 61111-7516"
6305,James Ward Elementary School,"2701 S. Shields Avenue, Chicago, IL 60616-2624"
6306,Naperville Area Chamber of Commerce,"55 S. Main Street, Suite 351, Naperville, IL 60540-5381"
6307,OSF - St. James Hospital,"2500 W. Reynolds Street, Pontiac, IL 61764-9774"
6308,Pennoyer Elementary,"5200 North Cumberland Avenue, Norridge, IL 60706-1499"
6309,Holiday Inn,"18501 S. Harlem Avenue, Tinley Park, IL 60477-3633"
6310,RML Specialty Hospital,"5601 County Line Road, Hinsdale, IL 60521-4875"
6311,Chippewa Middle School,"123 N. 8th Avenue, Des Plaines, IL 60016-2145"
6312,H.L. Richard High School,"10601 Central Avenue, Oak Lawn, IL 60453-5038"
6313,Prairie Ridge High School,"6000 Dvorak Drive, Crystal Lake, IL 60012-3514"
6314,Mercy Hospital,"2525 S. Michigan Avenue, Chicago, IL 60616-2332"
6315,Prairie State College,"202 S. Halsted Street, Chicago Heights, IL 60411-8200"
6316,Larkin High School,"1475 Larkin Avenue, Elgin, IL 60123-5173"
6317,South Elgin High School,"760 E. Main Street, South Elgin, IL 60177-1702"
6318,Streamwood High School,"701 W. Schaumburg Road, Streamwood, IL 60107-1262"
6319,Urbana High School,"1002 S. Race Street, Urbana, IL 61801-4957"
